,Airline,Date,Source City,Destination City,Departure Time,Arrival Time,Duration,Stops,Price
1408,Air India,26-10-2021,Mumbai,Kolkata,21:15,"16:00
+ 1 day",18h 45m,2 Stop(s),"8,100"
1409,Air India,26-10-2021,Mumbai,Kolkata,19:25,"16:00
+ 1 day",20h 35m,2 Stop(s),"8,100"
1410,Air India,26-10-2021,Mumbai,Kolkata,12:00,"14:50
+ 1 day",26h 50m,2 Stop(s),"8,542"
1411,Air India,26-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"8,585"
1412,Air Asia,28-10-2021,Mumbai,Kolkata,16:35,20:50,4h 15m,1 Stop,"7,360"
1413,Air Asia,28-10-2021,Mumbai,Kolkata,20:50,"01:40
+ 1 day",4h 50m,1 Stop,"7,410"
1414,Air Asia,28-10-2021,Mumbai,Kolkata,20:15,"01:35
+ 1 day",5h 20m,1 Stop,"7,410"
1415,Air Asia,28-10-2021,Mumbai,Kolkata,20:15,"01:40
+ 1 day",5h 25m,1 Stop,"7,410"
1416,Air Asia,28-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
1417,Air Asia,28-10-2021,Mumbai,Kolkata,16:35,"00:55
+ 1 day",8h 20m,1 Stop,"7,410"
1418,Air Asia,28-10-2021,Mumbai,Kolkata,12:15,21:20,9h 05m,1 Stop,"7,410"
1419,Air Asia,28-10-2021,Mumbai,Kolkata,22:50,"08:15
+ 1 day",9h 25m,1 Stop,"7,410"
1420,Air Asia,28-10-2021,Mumbai,Kolkata,11:40,21:40,10h 00m,1 Stop,"7,410"
1421,Air Asia,28-10-2021,Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),"7,410"
1422,Air Asia,28-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
1423,Go First,28-10-2021,Mumbai,Kolkata,21:30,"00:05
+ 1 day",2h 35m,Non Stop,"7,412"
1424,Go First,28-10-2021,Mumbai,Kolkata,06:00,08:40,2h 40m,Non Stop,"7,412"
1425,SpiceJet,28-10-2021,Mumbai,Kolkata,09:35,13:50,4h 15m,1 Stop,"7,412"
1426,SpiceJet,28-10-2021,Mumbai,Kolkata,14:20,18:40,4h 20m,1 Stop,"7,412"
1427,Go First,28-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
1428,Go First,28-10-2021,Mumbai,Kolkata,16:10,21:55,5h 45m,1 Stop,"7,412"
1429,Go First,28-10-2021,Mumbai,Kolkata,15:45,23:05,7h 20m,1 Stop,"7,412"
1430,SpiceJet,28-10-2021,Mumbai,Kolkata,05:25,13:50,8h 25m,1 Stop,"7,412"
1431,Go First,28-10-2021,Mumbai,Kolkata,22:15,"07:50
+ 1 day",9h 35m,1 Stop,"7,412"
1432,Go First,28-10-2021,Mumbai,Kolkata,22:15,"08:05
+ 1 day",9h 50m,1 Stop,"7,412"
1433,Go First,28-10-2021,Mumbai,Kolkata,21:40,"07:50
+ 1 day",10h 10m,1 Stop,"7,412"
1434,Go First,28-10-2021,Mumbai,Kolkata,20:40,"07:50
+ 1 day",11h 10m,1 Stop,"7,412"
1435,Go First,28-10-2021,Mumbai,Kolkata,19:20,"07:50
+ 1 day",12h 30m,1 Stop,"7,412"
1436,Go First,28-10-2021,Mumbai,Kolkata,08:30,21:55,13h 25m,1 Stop,"7,412"
1437,Go First,28-10-2021,Mumbai,Kolkata,09:10,23:05,13h 55m,1 Stop,"7,412"
1438,IndiGo,28-10-2021,Mumbai,Kolkata,23:40,"02:05
+ 1 day",2h 25m,Non Stop,"7,413"
1439,IndiGo,28-10-2021,Mumbai,Kolkata,21:45,"00:20
+ 1 day",2h 35m,Non Stop,"7,413"
1440,IndiGo,28-10-2021,Mumbai,Kolkata,17:45,22:45,5h 00m,1 Stop,"7,413"
1441,IndiGo,28-10-2021,Mumbai,Kolkata,05:50,11:10,5h 20m,1 Stop,"7,413"
1442,IndiGo,28-10-2021,Mumbai,Kolkata,05:50,16:10,10h 20m,1 Stop,"7,413"
1443,SpiceJet,28-10-2021,Mumbai,Kolkata,09:35,16:50,7h 15m,1 Stop,"7,728"
1444,SpiceJet,28-10-2021,Mumbai,Kolkata,21:50,"08:25
+ 1 day",10h 35m,1 Stop,"7,728"
1445,SpiceJet,28-10-2021,Mumbai,Kolkata,21:20,"08:25
+ 1 day",11h 05m,1 Stop,"7,728"
1446,SpiceJet,28-10-2021,Mumbai,Kolkata,07:20,18:40,11h 20m,1 Stop,"7,728"
1447,SpiceJet,28-10-2021,Mumbai,Kolkata,05:25,16:50,11h 25m,1 Stop,"7,728"
1448,SpiceJet,28-10-2021,Mumbai,Kolkata,21:50,"12:30
+ 1 day",14h 40m,1 Stop,"7,728"
1449,SpiceJet,28-10-2021,Mumbai,Kolkata,21:20,"12:30
+ 1 day",15h 10m,1 Stop,"7,728"
1450,SpiceJet,28-10-2021,Mumbai,Kolkata,21:50,"21:15
+ 1 day",23h 25m,1 Stop,"7,728"
1451,SpiceJet,28-10-2021,Mumbai,Kolkata,21:20,"21:15
+ 1 day",23h 55m,1 Stop,"7,728"
1452,Vistara,28-10-2021,Mumbai,Kolkata,07:05,09:45,2h 40m,Non Stop,"7,833"
1453,Vistara,28-10-2021,Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,"8,253"
1454,SpiceJet,28-10-2021,Mumbai,Kolkata,21:50,"23:05
+ 1 day",25h 15m,1 Stop,"8,358"
1455,Air India,28-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"8,585"
1456,Air India,28-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"8,585"
1457,Air India,28-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"8,585"
1458,Air India,28-10-2021,Mumbai,Kolkata,07:55,12:10,4h 15m,1 Stop,"8,778"
1459,IndiGo,28-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"9,093"
1460,IndiGo,28-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"9,093"
1461,IndiGo,28-10-2021,Mumbai,Kolkata,13:45,21:30,7h 45m,1 Stop,"9,093"
1462,IndiGo,28-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"9,093"
1463,IndiGo,28-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"9,093"
1464,IndiGo,28-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"9,345"
1465,IndiGo,28-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"9,345"
1466,Air India,28-10-2021,Mumbai,Kolkata,15:40,22:20,6h 40m,2 Stop(s),"9,461"
1467,Air India,28-10-2021,Mumbai,Kolkata,07:05,22:20,15h 15m,2 Stop(s),"9,461"
1468,Air India,28-10-2021,Mumbai,Kolkata,07:00,22:20,15h 20m,1 Stop,"9,461"
1469,IndiGo,28-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"9,513"
1470,IndiGo,28-10-2021,Mumbai,Kolkata,13:45,19:15,5h 30m,1 Stop,"9,513"
1471,IndiGo,28-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"9,513"
1472,IndiGo,28-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"9,513"
1473,IndiGo,28-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"9,513"
1474,IndiGo,28-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"9,513"
1475,IndiGo,28-10-2021,Mumbai,Kolkata,13:45,22:40,8h 55m,1 Stop,"9,513"
1476,IndiGo,28-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"9,513"
1477,Air Asia,29-10-2021,Mumbai,Kolkata,20:50,"01:40
+ 1 day",4h 50m,1 Stop,"7,410"
1478,Air Asia,29-10-2021,Mumbai,Kolkata,20:15,"01:35
+ 1 day",5h 20m,1 Stop,"7,410"
1479,Air Asia,29-10-2021,Mumbai,Kolkata,20:15,"01:40
+ 1 day",5h 25m,1 Stop,"7,410"
1480,Air Asia,29-10-2021,Mumbai,Kolkata,23:05,"07:00
+ 1 day",7h 55m,1 Stop,"7,410"
1481,Air Asia,29-10-2021,Mumbai,Kolkata,12:15,21:20,9h 05m,1 Stop,"7,410"
1482,Air Asia,29-10-2021,Mumbai,Kolkata,22:50,"08:15
+ 1 day",9h 25m,1 Stop,"7,410"
1483,Air Asia,29-10-2021,Mumbai,Kolkata,11:40,21:40,10h 00m,1 Stop,"7,410"
1484,Air Asia,29-10-2021,Mumbai,Kolkata,20:50,"08:15
+ 1 day",11h 25m,1 Stop,"7,410"
1485,Air Asia,29-10-2021,Mumbai,Kolkata,11:40,23:30,11h 50m,1 Stop,"7,410"
1486,SpiceJet,29-10-2021,Mumbai,Kolkata,05:05,07:40,2h 35m,Non Stop,"7,412"
1487,Go First,29-10-2021,Mumbai,Kolkata,07:40,10:20,2h 40m,Non Stop,"7,412"
1488,Go First,29-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
1489,Go First,29-10-2021,Mumbai,Kolkata,22:15,"08:05
+ 1 day",9h 50m,1 Stop,"7,412"
1490,Vistara,29-10-2021,Mumbai,Kolkata,07:05,09:45,2h 40m,Non Stop,"7,413"
1491,IndiGo,29-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"7,413"
1492,IndiGo,29-10-2021,Mumbai,Kolkata,13:45,19:15,5h 30m,1 Stop,"7,413"
1493,IndiGo,29-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"7,413"
1494,IndiGo,29-10-2021,Mumbai,Kolkata,13:45,21:30,7h 45m,1 Stop,"7,413"
1495,IndiGo,29-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"7,413"
1496,IndiGo,29-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"7,413"
1497,SpiceJet,29-10-2021,Mumbai,Kolkata,19:40,22:15,2h 35m,Non Stop,"7,518"
1498,Vistara,29-10-2021,Mumbai,Kolkata,17:00,19:45,2h 45m,Non Stop,"7,518"
1499,Vistara,29-10-2021,Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,"7,518"
1500,SpiceJet,29-10-2021,Mumbai,Kolkata,15:30,18:05,2h 35m,Non Stop,"7,728"
1501,SpiceJet,29-10-2021,Mumbai,Kolkata,07:15,16:20,9h 05m,1 Stop,"7,728"
1502,SpiceJet,29-10-2021,Mumbai,Kolkata,07:15,19:35,12h 20m,1 Stop,"7,728"
1503,Air India,29-10-2021,Mumbai,Kolkata,06:10,08:50,2h 40m,Non Stop,"7,833"
1504,IndiGo,29-10-2021,Mumbai,Kolkata,01:40,04:15,2h 35m,Non Stop,"8,253"
1505,IndiGo,29-10-2021,Mumbai,Kolkata,13:45,16:25,2h 40m,Non Stop,"8,253"
1506,IndiGo,29-10-2021,Mumbai,Kolkata,07:30,10:20,2h 50m,Non Stop,"8,253"
1507,IndiGo,29-10-2021,Mumbai,Kolkata,05:45,08:45,3h 00m,Non Stop,"8,253"
1508,Air India,29-10-2021,Mumbai,Kolkata,21:15,"08:05
+ 1 day",10h 50m,1 Stop,"8,585"
1509,Air India,29-10-2021,Mumbai,Kolkata,19:25,"08:05
+ 1 day",12h 40m,1 Stop,"8,585"
1510,Air India,29-10-2021,Mumbai,Kolkata,05:45,"08:05
+ 1 day",26h 20m,1 Stop,"8,585"
1511,IndiGo,29-10-2021,Mumbai,Kolkata,19:35,22:20,2h 45m,Non Stop,"8,673"
1512,Go First,29-10-2021,Mumbai,Kolkata,21:00,23:40,2h 40m,Non Stop,"8,778"
1513,Air Asia,29-10-2021,Mumbai,Kolkata,01:05,03:35,2h 30m,Non Stop,"9,030"
1514,Air Asia,29-10-2021,Mumbai,Kolkata,16:40,19:20,2h 40m,Non Stop,"9,030"
1515,IndiGo,29-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"9,093"
1516,IndiGo,29-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"9,093"
1517,IndiGo,29-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"9,345"
1518,IndiGo,29-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"9,345"
1519,IndiGo,29-10-2021,Mumbai,Kolkata,21:25,"07:35
+ 1 day",10h 10m,1 Stop,"9,345"
1520,IndiGo,29-10-2021,Mumbai,Kolkata,17:35,20:05,2h 30m,Non Stop,"9,513"
1521,IndiGo,29-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"9,513"
1522,IndiGo,29-10-2021,Mumbai,Kolkata,13:45,22:40,8h 55m,1 Stop,"9,513"
1523,IndiGo,29-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"9,513"
1524,Air India,29-10-2021,Mumbai,Kolkata,21:15,"16:00
+ 1 day",18h 45m,2 Stop(s),"9,648"
1525,Air India,29-10-2021,Mumbai,Kolkata,19:25,"16:00
+ 1 day",20h 35m,2 Stop(s),"9,648"
1526,IndiGo,29-10-2021,Mumbai,Kolkata,21:25,"08:30
+ 1 day",11h 05m,1 Stop,"9,723"
1527,Vistara,29-10-2021,Mumbai,Kolkata,11:55,16:55,5h 00m,1 Stop,"9,896"
1528,Vistara,29-10-2021,Mumbai,Kolkata,10:25,16:55,6h 30m,1 Stop,"9,896"
1529,Vistara,29-10-2021,Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,"9,896"
1530,Vistara,29-10-2021,Mumbai,Kolkata,08:45,16:55,8h 10m,1 Stop,"9,896"
1531,Vistara,29-10-2021,Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,"9,896"
1532,Vistara,29-10-2021,Mumbai,Kolkata,07:30,16:55,9h 25m,1 Stop,"9,896"
1533,Vistara,29-10-2021,Mumbai,Kolkata,08:45,19:35,10h 50m,1 Stop,"9,896"
1534,Vistara,29-10-2021,Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,"9,896"
1535,Vistara,29-10-2021,Mumbai,Kolkata,07:30,19:35,12h 05m,1 Stop,"9,896"
1536,Vistara,29-10-2021,Mumbai,Kolkata,10:25,22:45,12h 20m,1 Stop,"9,896"
1537,Vistara,29-10-2021,Mumbai,Kolkata,08:45,22:45,14h 00m,1 Stop,"9,896"
1538,Vistara,29-10-2021,Mumbai,Kolkata,07:30,22:45,15h 15m,1 Stop,"9,896"
1539,Vistara,29-10-2021,Mumbai,Kolkata,15:45,"08:20
+ 1 day",16h 35m,1 Stop,"9,896"
1540,Vistara,29-10-2021,Mumbai,Kolkata,14:40,"08:20
+ 1 day",17h 40m,1 Stop,"9,896"
1541,IndiGo,29-10-2021,Mumbai,Kolkata,08:15,14:20,6h 05m,1 Stop,"9,996"
1542,Air Asia,30-10-2021,Mumbai,Kolkata,20:50,"01:40
+ 1 day",4h 50m,1 Stop,"7,410"
1543,Air Asia,30-10-2021,Mumbai,Kolkata,22:50,"08:05
+ 1 day",9h 15m,1 Stop,"7,410"
1544,Air Asia,30-10-2021,Mumbai,Kolkata,20:50,"08:05
+ 1 day",11h 15m,1 Stop,"7,410"
1545,Go First,30-10-2021,Mumbai,Kolkata,08:30,14:15,5h 45m,1 Stop,"7,412"
1546,SpiceJet,30-10-2021,Mumbai,Kolkata,05:25,13:50,8h 25m,1 Stop,"7,412"
1547,Go First,30-10-2021,Mumbai,Kolkata,22:15,"07:50
+ 1 day",9h 35m,1 Stop,"7,412"
1548,SpiceJet,30-10-2021,Mumbai,Kolkata,05:25,16:50,11h 25m,1 Stop,"7,728"
1549,SpiceJet,30-10-2021,Mumbai,Kolkata,07:20,18:40,11h 20m,1 Stop,"8,358"
1550,Air Asia,30-10-2021,Mumbai,Kolkata,16:35,20:50,4h 15m,1 Stop,"8,452"
1551,IndiGo,30-10-2021,Mumbai,Kolkata,05:50,11:10,5h 20m,1 Stop,"8,705"
1552,SpiceJet,30-10-2021,Mumbai,Kolkata,14:20,18:40,4h 20m,1 Stop,"8,778"
1553,Air Asia,30-10-2021,Mumbai,Kolkata,16:35,"00:55
+ 1 day",8h 20m,1 Stop,"8,988"
1554,Air Asia,30-10-2021,Mumbai,Kolkata,12:15,21:20,9h 05m,1 Stop,"8,988"
1555,Air Asia,30-10-2021,Mumbai,Kolkata,12:15,"01:35
+ 1 day",13h 20m,1 Stop,"8,988"
1556,Air Asia,30-10-2021,Mumbai,Kolkata,12:15,"01:40
+ 1 day",13h 25m,1 Stop,"8,988"
1557,Vistara,30-10-2021,Mumbai,Kolkata,07:05,09:45,2h 40m,Non Stop,"9,303"
1558,Air India,30-10-2021,Mumbai,Kolkata,05:45,16:00,10h 15m,2 Stop(s),"9,648"
1559,Go First,30-10-2021,Mumbai,Kolkata,18:15,21:55,3h 40m,1 Stop,"9,697"
1560,Go First,30-10-2021,Mumbai,Kolkata,06:00,09:50,3h 50m,1 Stop,"9,697"
1561,IndiGo,30-10-2021,Mumbai,Kolkata,13:45,19:15,5h 30m,1 Stop,"9,723"
1562,IndiGo,30-10-2021,Mumbai,Kolkata,12:05,19:15,7h 10m,1 Stop,"9,723"
1563,IndiGo,30-10-2021,Mumbai,Kolkata,13:45,21:30,7h 45m,1 Stop,"9,723"
1564,IndiGo,30-10-2021,Mumbai,Kolkata,13:45,22:40,8h 55m,1 Stop,"9,723"
1565,IndiGo,30-10-2021,Mumbai,Kolkata,12:05,21:30,9h 25m,1 Stop,"9,723"
1566,IndiGo,30-10-2021,Mumbai,Kolkata,12:05,22:40,10h 35m,1 Stop,"9,723"
1567,IndiGo,30-10-2021,Mumbai,Kolkata,16:25,21:30,5h 05m,1 Stop,"9,881"
1568,IndiGo,30-10-2021,Mumbai,Kolkata,10:35,15:55,5h 20m,1 Stop,"9,881"
1569,IndiGo,30-10-2021,Mumbai,Kolkata,16:25,22:40,6h 15m,1 Stop,"9,881"
1570,IndiGo,30-10-2021,Mumbai,Kolkata,07:20,15:55,8h 35m,1 Stop,"9,881"
1571,IndiGo,30-10-2021,Mumbai,Kolkata,10:35,19:15,8h 40m,1 Stop,"9,881"
1572,IndiGo,30-10-2021,Mumbai,Kolkata,10:35,21:30,10h 55m,1 Stop,"9,881"
1573,Vistara,30-10-2021,Mumbai,Kolkata,22:45,"19:35
+ 1 day",20h 50m,1 Stop,"9,896"
1574,Vistara,30-10-2021,Mumbai,Kolkata,21:55,"19:35
+ 1 day",21h 40m,1 Stop,"9,896"
1575,Vistara,30-10-2021,Mumbai,Kolkata,20:55,"19:35
+ 1 day",22h 40m,1 Stop,"9,896"
1576,IndiGo,30-10-2021,Mumbai,Kolkata,07:20,12:35,5h 15m,1 Stop,"10,301"
1577,Vistara,30-10-2021,Mumbai,Kolkata,22:45,"09:35
+ 1 day",10h 50m,1 Stop,"10,369"
1578,Vistara,30-10-2021,Mumbai,Kolkata,21:55,"09:35
+ 1 day",11h 40m,1 Stop,"10,369"
1579,Vistara,30-10-2021,Mumbai,Kolkata,20:55,"09:35
+ 1 day",12h 40m,1 Stop,"10,369"
1580,Vistara,30-10-2021,Mumbai,Kolkata,19:45,"09:35
+ 1 day",13h 50m,1 Stop,"10,369"
1581,Vistara,30-10-2021,Mumbai,Kolkata,18:30,"09:35
+ 1 day",15h 05m,1 Stop,"10,369"
1582,Vistara,30-10-2021,Mumbai,Kolkata,17:30,"09:35
+ 1 day",16h 05m,1 Stop,"10,369"
1583,Vistara,30-10-2021,Mumbai,Kolkata,15:45,"09:35
+ 1 day",17h 50m,1 Stop,"10,369"
1584,IndiGo,30-10-2021,Mumbai,Kolkata,05:50,16:10,10h 20m,1 Stop,"10,642"
1585,Go First,30-10-2021,Mumbai,Kolkata,15:00,21:55,6h 55m,1 Stop,"10,851"
1586,SpiceJet,30-10-2021,Mumbai,Kolkata,09:35,13:50,4h 15m,1 Stop,"10,878"
1587,Vistara,30-10-2021,Mumbai,Kolkata,14:00,16:55,2h 55m,Non Stop,"10,983"
1588,Vistara,30-10-2021,Mumbai,Kolkata,11:55,19:35,7h 40m,1 Stop,"11,156"
1589,Vistara,30-10-2021,Mumbai,Kolkata,10:25,19:35,9h 10m,1 Stop,"11,156"
1590,Vistara,30-10-2021,Mumbai,Kolkata,08:45,19:35,10h 50m,1 Stop,"11,156"
1591,Air Asia,30-10-2021,Mumbai,Kolkata,14:55,"01:35
+ 1 day",10h 40m,2 Stop(s),"11,158"
1592,Air Asia,30-10-2021,Mumbai,Kolkata,08:00,21:20,13h 20m,2 Stop(s),"11,158"
1593,Air Asia,30-10-2021,Mumbai,Kolkata,05:55,21:20,15h 25m,2 Stop(s),"11,158"
1594,Go First,30-10-2021,Mumbai,Kolkata,22:15,"08:00
+ 1 day",9h 45m,1 Stop,"11,377"
1595,Go First,30-10-2021,Mumbai,Kolkata,21:40,"08:00
+ 1 day",10h 20m,1 Stop,"11,377"
1596,Go First,30-10-2021,Mumbai,Kolkata,20:40,"08:00
+ 1 day",11h 20m,1 Stop,"11,377"
1597,Air India,30-10-2021,Mumbai,Kolkata,21:15,"16:00
+ 1 day",18h 45m,2 Stop(s),"11,538"
1598,Air India,30-10-2021,Mumbai,Kolkata,19:25,"16:00
+ 1 day",20h 35m,2 Stop(s),"11,538"
1599,Air India,30-10-2021,Mumbai,Kolkata,06:15,"08:20
+ 1 day",26h 05m,1 Stop,"11,893"
1600,Air India,30-10-2021,Mumbai,Kolkata,16:45,"08:20
+ 1 day",15h 35m,1 Stop,"12,348"
1601,Air India,30-10-2021,Mumbai,Kolkata,09:30,"08:20
+ 1 day",22h 50m,1 Stop,"12,348"
1602,Air India,30-10-2021,Mumbai,Kolkata,05:45,"09:00
+ 1 day",27h 15m,2 Stop(s),"12,541"
1603,IndiGo,30-10-2021,Mumbai,Kolkata,10:55,19:25,8h 30m,1 Stop,"12,611"
1604,IndiGo,30-10-2021,Mumbai,Kolkata,17:45,22:45,5h 00m,1 Stop,"12,868"
1605,Go First,30-10-2021,Mumbai,Kolkata,19:20,"08:00
+ 1 day",12h 40m,1 Stop,"13,065"
1606,Go First,30-10-2021,Mumbai,Kolkata,06:00,08:40,2h 40m,Non Stop,"13,292"
1607,Go First,09-10-2021,New Delhi,Mumbai,22:45,"00:50
+ 1 day",2h 05m,Non Stop,"5,954"
1608,IndiGo,09-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
1609,Air India,09-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
1610,IndiGo,09-10-2021,New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"5,955"
1611,Vistara,09-10-2021,New Delhi,Mumbai,19:45,22:00,2h 15m,Non Stop,"5,955"
1612,Vistara,09-10-2021,New Delhi,Mumbai,18:55,21:15,2h 20m,Non Stop,"5,955"
1613,SpiceJet,09-10-2021,New Delhi,Mumbai,20:20,22:40,2h 20m,Non Stop,"5,955"
1614,Vistara,09-10-2021,New Delhi,Mumbai,20:50,23:00,2h 10m,Non Stop,"6,060"
1615,Air India,09-10-2021,New Delhi,Mumbai,20:00,"09:40
+ 1 day",13h 40m,1 Stop,"7,468"
1616,Vistara,09-10-2021,New Delhi,Mumbai,20:35,"10:40
+ 1 day",14h 05m,1 Stop,"9,945"
1617,Vistara,09-10-2021,New Delhi,Mumbai,20:35,"15:00
+ 1 day",18h 25m,1 Stop,"9,945"
1618,Vistara,09-10-2021,New Delhi,Mumbai,20:35,"23:00
+ 1 day",26h 25m,1 Stop,"9,945"
1619,Vistara,09-10-2021,New Delhi,Mumbai,20:40,"08:25
+ 1 day",11h 45m,1 Stop,"12,150"
1620,Vistara,09-10-2021,New Delhi,Mumbai,19:50,"08:25
+ 1 day",12h 35m,1 Stop,"12,150"
1621,Air India,09-10-2021,New Delhi,Mumbai,20:40,"08:05
+ 1 day",11h 25m,1 Stop,"12,990"
1622,Air India,09-10-2021,New Delhi,Mumbai,20:40,"17:05
+ 1 day",20h 25m,1 Stop,"12,990"
1623,Vistara,09-10-2021,New Delhi,Mumbai,20:40,"21:50
+ 1 day",25h 10m,1 Stop,"13,043"
1624,Vistara,09-10-2021,New Delhi,Mumbai,19:50,"21:50
+ 1 day",26h 00m,1 Stop,"13,043"
1625,Vistara,09-10-2021,New Delhi,Mumbai,20:40,"20:15
+ 1 day",23h 35m,1 Stop,"15,353"
1626,Vistara,09-10-2021,New Delhi,Mumbai,19:50,"20:15
+ 1 day",24h 25m,1 Stop,"15,353"
1627,Vistara,09-10-2021,New Delhi,Mumbai,20:40,"11:25
+ 1 day",14h 45m,1 Stop,"16,298"
1628,Vistara,09-10-2021,New Delhi,Mumbai,19:50,"11:25
+ 1 day",15h 35m,1 Stop,"16,298"
1629,Vistara,09-10-2021,New Delhi,Mumbai,20:30,"20:20
+ 1 day",23h 50m,1 Stop,"24,435"
1630,Vistara,09-10-2021,New Delhi,Mumbai,20:30,"12:30
+ 1 day",16h 00m,1 Stop,"25,695"
1631,Air Asia,10-10-2021,New Delhi,Mumbai,16:15,22:10,5h 55m,1 Stop,"5,953"
1632,Air Asia,10-10-2021,New Delhi,Mumbai,05:20,11:20,6h 00m,1 Stop,"5,953"
1633,Air Asia,10-10-2021,New Delhi,Mumbai,09:25,16:00,6h 35m,1 Stop,"5,953"
1634,Air Asia,10-10-2021,New Delhi,Mumbai,18:35,"06:20
+ 1 day",11h 45m,1 Stop,"5,953"
1635,Air Asia,10-10-2021,New Delhi,Mumbai,16:15,"06:20
+ 1 day",14h 05m,1 Stop,"5,953"
1636,Air Asia,10-10-2021,New Delhi,Mumbai,08:00,22:10,14h 10m,1 Stop,"5,953"
1637,Go First,10-10-2021,New Delhi,Mumbai,09:30,11:35,2h 05m,Non Stop,"5,954"
1638,Go First,10-10-2021,New Delhi,Mumbai,14:20,16:25,2h 05m,Non Stop,"5,954"
1639,Go First,10-10-2021,New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"5,954"
1640,Go First,10-10-2021,New Delhi,Mumbai,20:00,22:05,2h 05m,Non Stop,"5,954"
1641,Go First,10-10-2021,New Delhi,Mumbai,22:45,"00:50
+ 1 day",2h 05m,Non Stop,"5,954"
1642,Go First,10-10-2021,New Delhi,Mumbai,12:35,19:20,6h 45m,1 Stop,"5,954"
1643,Vistara,10-10-2021,New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
1644,Air India,10-10-2021,New Delhi,Mumbai,07:30,09:35,2h 05m,Non Stop,"5,955"
1645,Vistara,10-10-2021,New Delhi,Mumbai,09:30,11:35,2h 05m,Non Stop,"5,955"
1646,IndiGo,10-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
1647,IndiGo,10-10-2021,New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
1648,Air India,10-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
1649,Air India,10-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
1650,IndiGo,10-10-2021,New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"5,955"
1651,SpiceJet,10-10-2021,New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
1652,Vistara,10-10-2021,New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"5,955"
1653,Air India,10-10-2021,New Delhi,Mumbai,09:00,11:15,2h 15m,Non Stop,"5,955"
